uptime,uptime_hours,game_name,user_id,user_login,viewer_count,title,follow_count
0:19:29,0.324722222222222,Just Chatting,178238725,aircool,5223, Corinna Kopf & Alyssa Kulani HOT TUB STREAM,883743
1:07:40,1.127777777777777,Fortnite,446411250,kiaratuliano,5157,arena trio w/ k1ng y forweark| code: kiaratuliano #AD | 38/65 subs | !redes !pavos !trovo,71309
8:16:35,8.27638888888889,Tom Clancy's Rainbow Six Siege,31478096,mym_alkapone,5129,Echando bala,937961
3:34:45,3.579166666666666,Minecraft,132083317,tapl,5111,TAPL DOES MCC PRACTICE,660314
0:18:53,0.314722222222222,Just Chatting,92372244,annoying,4830,REACTING TO VIDEOS l CEO SUB-A-THON(Sleeping Counts) l !prime !sub !yt,574442
3:10:47,3.179722222222222,DayZ,70880222,smoke,4750,Esseker Survival - Day 934 !youtube,223208
1:05:19,1.088611111111111,Just Chatting,81857784,pacific8815,4722,2시 언저리 쌍베,196968
16:23:42,16.395,Mass Effect Legendary Edition,128440061,zentreya,4584,24 HOURS OF SPPPPPAACCCCCEEEEEEE AND GARRUS ( MASS EFFECT )  | !merch,159590
5:23:46,5.396111111111112,I Wanna Be The Boshy,59635827,supertf,4553,powerful dominating genius enters the arena once again,324269
2:44:05,2.734722222222222,Grand Theft Auto V,38746172,esfandtv,4488,CAPTAIN CLETUS CORNWOOD NOPIXEL GTARP - @esfandtv on socials,795630
1:24:34,1.409444444444444,VALORANT,490592527,valorant,4343,Mindfreak vs Nebula | VOT Stage 2 Closed Qualifier 2 Day 3 Match 1 - Presented by LetsPlay.Live,796062
4:15:46,4.262777777777778,Project Zomboid,127718836,sal_gu,4279,좀비 ㅡ 레이븐 크랙 (하드모드),216002
1:24:27,1.4075,League of Legends,152596920,lol_ambition,4270,비오네요 마스터갑니다,422040
14:34:52,14.581111111111111,Art,105458682,bobross,4262,Bob Ross - Weekend Marathon! Beginning Fridays at 12PM EDT.,1858069
2:57:00,2.95,VALORANT,133725096,fruitberries,4222,valovalovalorant,140450
4:26:39,4.444166666666667,Overwatch,4329841,harbleu,4217,LG harbleu | 3,381115
3:14:24,3.24,Just Chatting,62079764,tommypervan,4141,🥵 RADIO PERVAN | ¿REAL? | 🥵 ig: @tommypervan !coolbet,78064
1:13:24,1.223333333333333,Grand Theft Auto V,7010591,uberhaxornova,4073,Barry Briddle doode | NoPixel | Creator Code: Nova | check !paststreams,475926
5:17:21,5.289166666666667,Just Chatting,119497908,kyo1984123,3882,【KYO】 !YT 有狼人殺新片,148784
1:37:16,1.621111111111111,League of Legends,148934000,kimdduddi,3881,[김뚜띠],172868
13:14:26,13.240555555555554,League of Legends,44880944,elmiillor,3839,RESIDENTE LOL | 1 SUB = 150 s más de stream,700089
7:02:26,7.040555555555556,Fortnite,212744599,co1azo,3693,Zonies with the Homies | !scuf !socials !newvid | TSM Co1azo,412958
1:25:06,1.418333333333333,Just Chatting,134586700,pjs9073,3663,쫀득) 나만 할 수 있는거 자랑하기ㅋㅋㅋㅋ 3시반,251355
2:30:00,2.5,Cuphead,445357306,superspeedrunkr,3600,[슈퍼 스피드런 쇼케이스] 컵헤드 (러너: 쬬호호),3636
4:14:15,4.2375,Hearthstone,151249156,portialyn,3572,전장 ㄱ,65601
1:15:54,1.2650000000000001,VALORANT,100182904,wardell,3546,LEFTHAND BEAST,773719
5:07:42,5.128333333333333,Just Chatting,25202416,shuteye_orange,3474,⭐【3D版LOL｜免費】【🎁送PS5 or Switch同捆任你選 - 參加輸入 !抽獎】【FW🍊蝦愛橘子】,99165
6:23:49,6.396944444444445,Dead by Daylight,63164470,angrypug,3385,"BEARDS, BEERS and BOOS",431703
4:31:31,4.525277777777777,Teamfight Tactics,60672785,robinsongz,3375,LIQUID ROBINSONGZ | 2V2 TOURNEY W/ KURUM【Best One】2v2 Global Invitational | !moba !tlplus !coaching !yt,22029
5:26:53,5.448055555555555,Hearthstone,52968416,asmodaitv,3319,Piggys? New Patch !youtube !merch,254283
4:04:19,4.071944444444444,Resident Evil 4,42242477,rodsquare,3302,IRL Y RESIDENT EVIL 4 PROFESIONAL PERMALOL,338553
9:45:53,9.764722222222222,Grand Theft Auto V,9244832,timmac,3182,Deputy Mack | 308 | NoPixel,474838
1:32:59,1.549722222222222,Grand Theft Auto V,38881685,boxbox,3072,late nite bo (nopixel 3.0),1863725
5:28:48,5.48,League of Legends,118241089,karasmai,3056,NA Challenger JG - Best Kayn NA - !discord !youtube,363810
"1 day, 1:49:18",25.821666666666665,Counter-Strike: Global Offensive,178509542,cachorro1337c,3043,Rerun: SKINS DE GRAÇA (Farm 24 horas) CS:GO & Melhores momentos !Insane !csgonet !bleikstore,94339
2:47:36,2.793333333333333,Just Chatting,169188075,neeko,2961,VR and Chilllllll  <3 #SponsoredByCashApp,377942
6:05:48,6.096666666666667,FIFA 21,43650535,zwebackhd,2960,WHERE IS WAMAN?! BUNDESLIGA TOTS! @ZWEBACKHD,248956
0:18:37,0.31027777777777704,Apex Legends,671502034,sanninshow_3ns,2935,CRカップ本番前練習！！！【Team.百三人称】,16424
4:24:00,4.4,Dota 2,26954716,eternalenvyy,2878,new ideas   !raffle !binance,247263
2:20:19,2.338611111111111,Apex Legends,51065352,faide,2867,World's Edge makes me happy // !socials !playlist !youtube !newvid,127205
2:11:32,2.192222222222222,Just Chatting,265377698,cufffem,2849,3s WAGER VS TYCENO KRIS AND NATIVE !sub !prime,125094
5:53:29,5.891388888888889,Music,541112498,hayzeemusic,2827,Melancholic Indie Folk Jams :–) | Come Hang Out! | Stream #111 | !sl,19192
8:40:07,8.66861111111111,Subnautica: Below Zero,81628627,gladd,2825,F*ck Mint Choco Chip Ice Cream | !socials !nexus,423364
2:37:18,2.621666666666666,Subnautica: Below Zero,156748712,yumyumyu77,2822,서브나우티카 첨해봄;,307068
3:25:33,3.425833333333333,Tom Clancy's Rainbow Six Siege,117379932,kinggeorge,2819,New Trick for Border Hatch !vid | !youtube !socials !charm !slayout | Follower !giveaway,947104
4:11:50,4.197222222222223,Slots,36858184,m0e_tv,2789,Gaming then slots later? !roobet for slots !wizza for raffles,859159
1:07:33,1.125833333333333,Just Chatting,29546745,wtf_winds123,2754, 【大丸】5/15 哭阿 起床怎麼就+180。,273760
11:44:40,11.744444444444444,Path of Exile,24124090,datmodz,2742,Starting the Hateforge Build! - !Mirror Challenge Finished | Ultimatum !Guides !Builds !RIP,285589
12:13:06,12.218333333333334,Grand Theft Auto V,50127647,lunaoni,2734,"NoPixel - Claire Everly - Whoop
Discord.gg/LunaOni Twitter - LunaOni_
",61957
0:59:39,0.9941666666666661,League of Legends,172376071,maxim,2725,Etwas LeL muss auch mal sein,370885
4:42:02,4.700555555555556,Dead by Daylight,96235256,ohtofu,2714,"Chill Survivor, Sunday is Hag Stream | !raid #deadbydaylightpartner",143589
8:24:11,8.403055555555556,VRChat,277057209,murdercrumpet,2677,"Crumpet's Tightly Squeezed, Shaky Kneed, Super 24 Hour Stream! !socials",47917
10:29:04,10.484444444444444,Just Chatting,130433306,kanetv8,2660,[케인] 물회,175245
4:52:25,4.873611111111112,Resident Evil Village,29249710,skyshocktv,2620,MR. 48% PRO GAMER NÚMERO UNO SE ENFRENTA A LA ADVERSIDAD.,141089
10:29:58,10.499444444444444,Resident Evil Village,38953507,crankgameplays,2564,dommy mommy time,507881
5:45:22,5.756111111111111,Fortnite,146790215,replays,2542,Fortnite | !newvid | !yt,1113077
4:59:21,4.989166666666667,Grand Theft Auto V,93672010,officialtaco,2512,"Taco Prince | NoPixel | New Dual PC | @officialtaco69 !IG
",102268
1:34:23,1.573055555555555,Just Chatting,72480716,tonton,2504,"☕ SUBNAUTICA BELOW ZERO - Ep.03   || New cam, pas eu le temps de tout régler, oui c'est différent :P !giveaway",251821
6:56:00,6.9333333333333345,VALORANT,26551727,mang0,2501,1000 DOLLAR MATCH VS TEAM LUDWIG ,397435
2:53:42,2.895,Dota 2,213749122,dota2mc_ru,2489,[RU] Lilgun vs TNC BO3 (0-0) | Dota Pro Circuit 2021: Season 2 - SEA Upper Division ,588666
7:19:38,7.327222222222222,Pokémon FireRed/LeafGreen,27787567,iateyourpie,2486,!bingo !YoC |  FR/LG !Kaizo !IronMON ,125189
7:01:27,7.024166666666667,PLAYERUNKNOWN'S BATTLEGROUNDS,85581832,julien,2470,friday juice,632636
